Time[s], Channel 0
-0.000000083333333, 0
0.000000000000000, 1
0.000005875000000, 0
0.000016000000000, 1
0.000021875000000, 0
0.000032000000000, 1
0.000037875000000, 0
0.000048000000000, 1
0.000053875000000, 0
0.000064000000000, 1
0.000069875000000, 0
0.000080000000000, 1
0.000085875000000, 0
0.000096000000000, 1
0.000101875000000, 0
0.000112000000000, 1
0.000117875000000, 0
0.000128000000000, 1
0.000133875000000, 0
0.000144000000000, 1
0.000149875000000, 0
0.000160000000000, 1
0.000173875000000, 0
0.000184041666667, 1
0.000189875000000, 0
0.000200000000000, 1
0.000213875000000, 0
0.000224041666667, 1
0.000229875000000, 0
0.000240041666667, 1
0.000245875000000, 0
0.000256041666667, 1
0.000261875000000, 0
0.000272041666667, 1
0.000277875000000, 0
0.000288041666667, 1
0.000293875000000, 0
0.000304041666667, 1
0.000309875000000, 0
0.000320041666667, 1
0.000325875000000, 0
0.000336041666667, 1
0.000341875000000, 0
0.000352041666667, 1
0.000357875000000, 0
0.000368041666667, 1
0.000373916666667, 0
0.000384041666667, 1
0.000389916666667, 0
0.000400041666667, 1
0.000405916666667, 0
0.000416041666667, 1
0.000429916666667, 0
0.000440041666667, 1
0.000445916666667, 0
0.000456041666667, 1
0.000461916666667, 0
0.000472041666667, 1
0.000477916666667, 0
0.000488041666667, 1
0.000493916666667, 0
0.000504041666667, 1
0.000509916666667, 0
0.000520041666667, 1
0.000525916666667, 0
0.000536041666667, 1
0.000549916666667, 0
0.000560041666667, 1
0.000565916666667, 0
0.000576041666667, 1
0.000581916666667, 0
0.000592041666667, 1
0.000597916666667, 0
0.000608041666667, 1
0.000621916666667, 0
0.000632083333333, 1
0.000637916666667, 0
0.000648083333333, 1
0.000653916666667, 0
0.000664083333333, 1
0.000669916666667, 0
0.000680083333333, 1
0.000685916666667, 0
0.000696083333333, 1
0.000701916666667, 0
0.000712083333333, 1
0.000717916666667, 0
0.000728083333333, 1
0.000733916666667, 0
0.000744083333333, 1
0.000749916666667, 0
0.000760083333333, 1
0.000765916666667, 0
0.000776083333333, 1
0.000781958333333, 0
0.000792083333333, 1
0.000797958333333, 0
0.000808083333333, 1
0.000813958333333, 0
0.000824083333333, 1
0.000829958333333, 0
0.000840083333333, 1
0.000845958333333, 0
0.000856083333333, 1
0.000861958333333, 0
0.000872083333333, 1
0.000877958333333, 0
0.000888083333333, 1
0.000893958333333, 0
0.000904083333333, 1
0.000909958333333, 0
0.000920083333333, 1
0.000925958333333, 0
0.000936083333333, 1
0.000941958333333, 0
0.000952083333333, 1
0.000957958333333, 0
0.000968083333333, 1
0.000981958333333, 0
0.000992083333333, 1
0.000997958333333, 0
0.001008083333333, 1
0.001013958333333, 0
0.001024125000000, 1
0.001029958333333, 0
0.001040125000000, 1
0.001053958333333, 0
0.001064125000000, 1
0.001069958333333, 0
0.001080125000000, 1
0.001085958333333, 0
0.001096125000000, 1
0.001101958333333, 0
0.001112125000000, 1
0.001117958333333, 0
0.001128125000000, 1
0.001133958333333, 0
0.001144125000000, 1
0.001149958333333, 0
0.001160125000000, 1
0.001165958333333, 0
0.001176125000000, 1
0.001182000000000, 0
0.001192125000000, 1
0.001198000000000, 0
0.001208125000000, 1
0.001214000000000, 0
0.001224125000000, 1
0.001230000000000, 0
0.001240125000000, 1
0.001246000000000, 0
0.001256125000000, 1
0.001262000000000, 0
0.001272125000000, 1
0.001278000000000, 0
0.001288125000000, 1
0.001294000000000, 0
0.001304125000000, 1
0.001310000000000, 0
0.001320125000000, 1
0.001326000000000, 0
0.001336125000000, 1
0.001342000000000, 0
0.001352125000000, 1
0.001358000000000, 0
0.001368125000000, 1
0.001382000000000, 0
0.001392125000000, 1
0.001398000000000, 0
0.001408125000000, 1
0.001414000000000, 0
0.001424125000000, 1
0.001430000000000, 0
0.001440166666667, 1
0.001454000000000, 0
0.001464166666667, 1
0.001470000000000, 0
0.001480166666667, 1
0.001486000000000, 0
0.001496166666667, 1
0.001502000000000, 0
0.001512166666667, 1
0.001518000000000, 0
0.001528166666667, 1
0.001534000000000, 0
0.001544166666667, 1
0.001550000000000, 0
0.001560166666667, 1
0.001566000000000, 0
0.001576166666667, 1
0.001590000000000, 0
0.001600166666667, 1
0.001606041666667, 0
0.001616166666667, 1
0.001622041666667, 0
0.001632166666667, 1
0.001646041666667, 0
0.001656166666667, 1
0.001662041666667, 0
0.001672166666667, 1
0.001678041666667, 0
0.001688166666667, 1
0.001702041666667, 0
0.001712166666667, 1
0.001718041666667, 0
0.001728166666667, 1
0.001734041666667, 0
0.001744166666667, 1
0.001750041666667, 0
0.001760166666667, 1
0.001774041666667, 0
0.001784166666667, 1
0.001790041666667, 0
0.001800166666667, 1
0.001806041666667, 0
0.001816166666667, 1
0.001822041666667, 0
0.001832166666667, 1
0.001838041666667, 0
0.001848208333333, 1
0.001862041666667, 0
0.001872208333333, 1
0.001878041666667, 0
0.001888208333333, 1
0.001894041666667, 0
0.001904208333333, 1
0.001910041666667, 0
0.001920208333333, 1
0.001926041666667, 0
0.001936208333333, 1
0.001942041666667, 0
0.001952208333333, 1
0.001958041666667, 0
0.001968208333333, 1
0.001982041666667, 0
0.001992208333333, 1
0.002006041666667, 0
0.002016208333333, 1
0.002030083333333, 0
0.002040208333333, 1
0.002054083333333, 0
0.002064208333333, 1
0.002078083333333, 0
0.002088208333333, 1
0.002102083333333, 0
0.002112208333333, 1
0.008318708333333, 0
0.008328833333333, 1
0.008334708333333, 0
0.008344833333333, 1
0.008358708333333, 0
0.008368833333333, 1
0.008382708333333, 0
0.008392833333333, 1
0.008406708333333, 0
0.008416833333333, 1
0.008430708333333, 0
0.008440833333333, 1
0.008454708333333, 0
0.008464833333333, 1
0.008478708333333, 0
0.008488875000000, 1
0.008494708333333, 0
0.008504875000000, 1
0.008510708333333, 0
0.008520875000000, 1
0.008526708333333, 0
0.008536875000000, 1
0.008542708333333, 0
0.008552875000000, 1
0.008558708333333, 0
0.008568875000000, 1
0.008574708333333, 0
0.008584875000000, 1
0.008598708333333, 0
0.008608875000000, 1
0.008622708333333, 0
0.008632875000000, 1
0.008646750000000, 0
0.008656875000000, 1
0.008662750000000, 0
0.008672875000000, 1
0.008678750000000, 0
0.008688875000000, 1
0.008694750000000, 0
0.008704875000000, 1
0.008710750000000, 0
0.008720875000000, 1
0.008726750000000, 0
0.008736875000000, 1
0.008742750000000, 0
0.008752875000000, 1
0.008758750000000, 0
0.008768875000000, 1
0.008782750000000, 0
0.008792875000000, 1
0.008798750000000, 0
0.008808875000000, 1
0.008814750000000, 0
0.008824875000000, 1
0.008830750000000, 0
0.008840875000000, 1
0.008846750000000, 0
0.008856875000000, 1
0.008862750000000, 0
0.008872875000000, 1
0.008878750000000, 0
0.008888916666667, 1
0.008894750000000, 0
0.008904916666667, 1
0.008910750000000, 0
0.008920916666667, 1
0.008926750000000, 0
0.008936916666667, 1
0.008942750000000, 0
0.008952916666667, 1
0.008958750000000, 0
0.008968916666667, 1
0.008974750000000, 0
0.008984916666667, 1
0.008990750000000, 0
0.009000916666667, 1
0.009006750000000, 0
0.009016916666667, 1
0.009022750000000, 0
0.009032916666667, 1
0.009038750000000, 0
0.009048916666667, 1
0.009054750000000, 0
0.009064916666667, 1
0.009070791666667, 0
0.009080916666667, 1
0.009086791666667, 0
0.009096916666667, 1
0.009102791666667, 0
0.009112916666667, 1
0.009126791666667, 0
0.009136916666667, 1
0.009142791666667, 0
0.009152916666667, 1
0.009158791666667, 0
0.009168916666667, 1
0.009182791666667, 0
0.009192916666667, 1
0.009206791666667, 0
0.009216916666667, 1
0.009222791666667, 0
0.009232916666667, 1
0.009238791666667, 0
0.009248916666667, 1
0.009262791666667, 0
0.009272916666667, 1
0.009278791666667, 0
0.009288916666667, 1
0.009294791666667, 0
0.009304958333333, 1
0.009310791666667, 0
0.009320958333333, 1
0.009326791666667, 0
0.009336958333333, 1
0.009342791666667, 0
0.009352958333333, 1
0.009358791666667, 0
0.009368958333333, 1
0.009374791666667, 0
0.009384958333333, 1
0.009390791666667, 0
0.009400958333333, 1
0.009406791666667, 0
0.009416958333333, 1
0.009422791666667, 0
0.009432958333333, 1
0.009438791666667, 0
0.009448958333333, 1
0.009454791666667, 0
0.009464958333333, 1
0.009470791666667, 0
0.009480958333333, 1
0.009486833333333, 0
0.009496958333333, 1
0.009502833333333, 0
0.009512958333333, 1
0.009518833333333, 0
0.009528958333333, 1
0.009542833333333, 0
0.009552958333333, 1
0.009558833333333, 0
0.009568958333333, 1
0.009574833333333, 0
0.009584958333333, 1
0.009598833333333, 0
0.009608958333333, 1
0.009622833333333, 0
0.009632958333333, 1
0.009646833333333, 0
0.009656958333333, 1
0.009662833333333, 0
0.009672958333333, 1
0.009678833333333, 0
0.009688958333333, 1
0.009694833333333, 0
