Time[s], Channel 0, Channel 1, Channel 2
0.000000000000000, 1, 1, 0
0.000878958333333, 1, 0, 0
0.001182958333333, 1, 1, 0
0.002382916666667, 1, 0, 0
0.002686875000000, 1, 1, 0
0.003886833333333, 1, 0, 0
0.004190833333333, 1, 1, 0
0.004664416666667, 0, 1, 0
0.004967041666667, 1, 1, 0
0.005390791666667, 1, 0, 0
0.005694750000000, 1, 1, 0
0.006169458333333, 0, 1, 0
0.006472666666667, 1, 1, 0
0.006894708333333, 1, 0, 0
0.007198666666667, 1, 1, 0
0.007675000000000, 0, 1, 0
0.007977458333333, 1, 1, 0
0.008398625000000, 1, 0, 0
0.008710625000000, 1, 1, 0
0.009180375000000, 0, 1, 0
0.009483000000000, 1, 1, 0
0.010685041666667, 0, 1, 0
0.010988416666667, 1, 1, 0
0.011300916666667, 1, 1, 1
0.012190583333333, 0, 1, 1
0.012493083333333, 1, 1, 1
0.012806500000000, 1, 1, 0
0.013695208333333, 0, 1, 0
0.013997583333333, 1, 1, 0
0.015200416666667, 0, 1, 0
0.015503208333333, 1, 1, 0
0.016705208333333, 0, 1, 0
0.016842291666667, 0, 0, 0
0.017008416666667, 1, 0, 0
0.017146250000000, 1, 1, 0
0.018346208333333, 1, 0, 0
0.018650208333333, 1, 1, 0
0.019850125000000, 1, 0, 0
0.020154125000000, 1, 1, 0
0.021354083333333, 1, 0, 0
0.021658083333333, 1, 1, 0
0.022858000000000, 1, 0, 0
0.023162000000000, 1, 1, 0
0.024361958333333, 1, 0, 0
0.024665916666667, 1, 1, 0
0.025865875000000, 1, 0, 0
0.026169875000000, 1, 1, 0
0.027208000000000, 0, 1, 0
0.027369833333333, 0, 0, 0
0.027510458333333, 1, 0, 0
0.027673791666667, 1, 1, 0
0.028712541666667, 0, 1, 0
0.028873750000000, 0, 0, 0
0.029015625000000, 1, 0, 0
0.029177750000000, 1, 1, 0
0.030220000000000, 0, 1, 0
0.030377708333333, 0, 0, 0
0.030522541666667, 1, 0, 0
0.030689666666667, 1, 1, 0
0.031308583333333, 1, 1, 1
0.031724625000000, 0, 1, 1
0.032027083333333, 1, 1, 1
0.032814166666667, 1, 1, 0
0.033229166666667, 0, 1, 0
0.033531666666667, 1, 1, 0
0.034733708333333, 0, 1, 0
0.035036166666667, 1, 1, 0
0.036238250000000, 0, 1, 0
0.036540708333333, 1, 1, 0
0.037743458333333, 0, 1, 0
0.038046250000000, 1, 1, 0
0.038821333333333, 1, 0, 0
0.039125291666667, 1, 1, 0
0.039248291666667, 0, 1, 0
0.039550791666667, 1, 1, 0
0.040325250000000, 1, 0, 0
0.040629250000000, 1, 1, 0
0.041829208333333, 1, 0, 0
0.042133166666667, 1, 1, 0
0.043333125000000, 1, 0, 0
0.043637125000000, 1, 1, 0
0.044837041666667, 1, 0, 0
0.045141041666667, 1, 1, 0
0.046341000000000, 1, 0, 0
0.046645000000000, 1, 1, 0
0.047844916666667, 1, 0, 0
0.048148916666667, 1, 1, 0
0.049348875000000, 1, 0, 0
0.049652875000000, 1, 1, 0
0.049750083333333, 0, 1, 0
0.050052625000000, 1, 1, 0
0.050852791666667, 1, 0, 0
0.051156791666667, 1, 1, 0
0.051254708333333, 0, 1, 0
0.051309333333333, 0, 1, 1
0.051557083333333, 1, 1, 1
0.052356750000000, 1, 0, 1
0.052668708333333, 1, 1, 1
0.052759250000000, 0, 1, 1
0.052813583333333, 0, 1, 0
0.053061875000000, 1, 1, 0
0.054264208333333, 0, 1, 0
0.054566666666667, 1, 1, 0
0.055768750000000, 0, 1, 0
0.056071208333333, 1, 1, 0
0.057273708333333, 0, 1, 0
0.057576333333333, 1, 1, 0
0.058778375000000, 0, 1, 0
0.059080791666667, 1, 1, 0
0.060282875000000, 0, 1, 0
0.060585458333333, 1, 1, 0
0.060800375000000, 1, 0, 0
0.061104375000000, 1, 1, 0
0.061787458333333, 0, 1, 0
0.062089875000000, 1, 1, 0
0.062304291666667, 1, 0, 0
0.062608291666667, 1, 1, 0
0.063808250000000, 1, 0, 0
0.064112208333333, 1, 1, 0
0.065312166666667, 1, 0, 0
0.065616166666667, 1, 1, 0
0.066816125000000, 1, 0, 0
0.067120083333333, 1, 1, 0
0.068320041666667, 1, 0, 0
0.068624041666667, 1, 1, 0
0.069824000000000, 1, 0, 0
0.070127958333333, 1, 1, 0
0.071312916666667, 1, 1, 1
0.071327916666667, 1, 0, 1
0.071631916666667, 1, 1, 1
0.072289250000000, 0, 1, 1
0.072592041666667, 1, 1, 1
0.072818500000000, 1, 1, 0
0.072831833333333, 1, 0, 0
0.073135833333333, 1, 1, 0
0.073794208333333, 0, 1, 0
0.074096708333333, 1, 1, 0
0.074335791666667, 1, 0, 0
0.074647791666667, 1, 1, 0
0.075298750000000, 0, 1, 0
0.075601291666667, 1, 1, 0
0.076803500000000, 0, 1, 0
0.077106291666667, 1, 1, 0
0.078308333333333, 0, 1, 0
0.078611500000000, 1, 1, 0
0.079813875000000, 0, 1, 0
0.080116333333333, 1, 1, 0
0.081318416666667, 0, 1, 0
0.081620958333333, 1, 1, 0
0.082779416666667, 1, 0, 0
0.082822958333333, 0, 0, 0
0.083083416666667, 0, 1, 0
0.083125416666667, 1, 1, 0
0.084283375000000, 1, 0, 0
0.084327500000000, 0, 0, 0
0.084587333333333, 0, 1, 0
0.084629958333333, 1, 1, 0
0.085787291666667, 1, 0, 0
0.086091291666667, 1, 1, 0
0.087291250000000, 1, 0, 0
0.087595208333333, 1, 1, 0
0.088795166666667, 1, 0, 0
0.089099166666667, 1, 1, 0
0.090299083333333, 1, 0, 0
0.090603083333333, 1, 1, 0
0.091803041666667, 1, 0, 0
0.092018541666667, 1, 0, 1
0.092107000000000, 1, 1, 1
0.092836708333333, 1, 1, 0
0.093306958333333, 1, 0, 0
0.093610958333333, 1, 1, 0
0.094810916666667, 1, 0, 0
0.094829291666667, 0, 0, 0
0.095114875000000, 0, 1, 0
0.095131833333333, 1, 1, 0
0.096314833333333, 1, 0, 0
0.096333875000000, 0, 0, 0
0.096626833333333, 0, 1, 0
0.096636291666667, 1, 1, 0
0.097838375000000, 0, 1, 0
0.098140958333333, 1, 1, 0
0.099342916666667, 0, 1, 0
0.099645375000000, 1, 1, 0
0.100847458333333, 0, 1, 0
0.101149916666667, 1, 1, 0
0.102352666666667, 0, 1, 0
0.102655458333333, 1, 1, 0
0.103857500000000, 0, 1, 0
0.104160666666667, 1, 1, 0
0.104758458333333, 1, 0, 0
0.105062458333333, 1, 1, 0
0.105363041666667, 0, 1, 0
0.105665541666667, 1, 1, 0
0.106262416666667, 1, 0, 0
0.106566375000000, 1, 1, 0
0.106867583333333, 0, 1, 0
0.107170125000000, 1, 1, 0
0.107766333333333, 1, 0, 0
0.108070333333333, 1, 1, 0
0.109270291666667, 1, 0, 0
0.109574250000000, 1, 1, 0
0.110774208333333, 1, 0, 0
0.111078208333333, 1, 1, 0
0.111339125000000, 1, 1, 1
0.112278125000000, 1, 0, 1
0.112582125000000, 1, 1, 1
0.112844708333333, 1, 1, 0
0.113782083333333, 1, 0, 0
0.114086041666667, 1, 1, 0
0.115286000000000, 1, 0, 0
0.115590000000000, 1, 1, 0
0.116789958333333, 1, 0, 0
0.117093916666667, 1, 1, 0
0.117369375000000, 0, 1, 0
0.117671833333333, 1, 1, 0
0.118293875000000, 1, 0, 0
0.118605875000000, 1, 1, 0
0.118873916666667, 0, 1, 0
0.119176375000000, 1, 1, 0
0.120378458333333, 0, 1, 0
0.120680916666667, 1, 1, 0
0.121883000000000, 0, 1, 0
0.122185458333333, 1, 1, 0
0.123387541666667, 0, 1, 0
0.123690000000000, 1, 1, 0
0.124892125000000, 0, 1, 0
0.125194541666667, 1, 1, 0
0.126396625000000, 0, 1, 0
0.126699083333333, 1, 1, 0
0.126737500000000, 1, 0, 0
0.127041500000000, 1, 1, 0
0.127901291666667, 0, 1, 0
0.128203666666667, 1, 1, 0
0.128241458333333, 1, 0, 0
0.128545416666667, 1, 1, 0
0.129405708333333, 0, 1, 0
0.129708166666667, 1, 1, 0
0.129745375000000, 1, 0, 0
0.130049375000000, 1, 1, 0
0.131249333333333, 1, 0, 0
0.131344041666667, 1, 0, 1
0.131553291666667, 1, 1, 1
0.132753250000000, 1, 0, 1
0.132848291666667, 1, 0, 0
0.133057250000000, 1, 1, 0
0.134257208333333, 1, 0, 0
0.134561166666667, 1, 1, 0
0.135761125000000, 1, 0, 0
0.136065125000000, 1, 1, 0
0.137265041666667, 1, 0, 0
0.137569041666667, 1, 1, 0
0.138769000000000, 1, 0, 0
0.139072958333333, 1, 1, 0
0.139907500000000, 0, 1, 0
0.140210000000000, 1, 1, 0
0.140272916666667, 1, 0, 0
0.140584916666667, 1, 1, 0
0.141412041666667, 0, 1, 0
0.141714500000000, 1, 1, 0
0.142916541666667, 0, 1, 0
0.143219208333333, 1, 1, 0
0.144421583333333, 0, 1, 0
0.144724083333333, 1, 1, 0
0.145926250000000, 0, 1, 0
0.146228625000000, 1, 1, 0
0.147431000000000, 0, 1, 0
0.147733666666667, 1, 1, 0
0.148716541666667, 1, 0, 0
0.148935708333333, 0, 0, 0
0.149020541666667, 0, 1, 0
0.149239000000000, 1, 1, 0
0.150220500000000, 1, 0, 0
0.150441250000000, 0, 0, 0
0.150524458333333, 0, 1, 0
0.150743708333333, 1, 1, 0
0.151346333333333, 1, 1, 1
0.151724416666667, 1, 0, 1
0.151945791666667, 0, 0, 1
0.152028416666667, 0, 1, 1
0.152248250000000, 1, 1, 1
0.152851916666667, 1, 1, 0
0.153228375000000, 1, 0, 0
0.153532333333333, 1, 1, 0
0.154732291666667, 1, 0, 0
0.155036291666667, 1, 1, 0
0.156236208333333, 1, 0, 0
0.156540208333333, 1, 1, 0
0.157740166666667, 1, 0, 0
0.158044125000000, 1, 1, 0
0.159244083333333, 1, 0, 0
0.159548083333333, 1, 1, 0
0.160748041666667, 1, 0, 0
0.161052000000000, 1, 1, 0
0.162251958333333, 1, 0, 0
0.162447583333333, 0, 0, 0
0.162563958333333, 0, 1, 0
0.162750041666667, 1, 1, 0
0.163952125000000, 0, 1, 0
0.164254583333333, 1, 1, 0
0.165456708333333, 0, 1, 0
0.165759125000000, 1, 1, 0
0.166961208333333, 0, 1, 0
0.167263666666667, 1, 1, 0
0.168465791666667, 0, 1, 0
0.168768458333333, 1, 1, 0
0.169970791666667, 0, 1, 0
0.170273250000000, 1, 1, 0
0.170695583333333, 1, 0, 0
0.170999583333333, 1, 1, 0
0.171349916666667, 1, 1, 1
0.171475333333333, 0, 1, 1
0.171777791666667, 1, 1, 1
0.172199541666667, 1, 0, 1
0.172503500000000, 1, 1, 1
0.172855500000000, 1, 1, 0
0.172979916666667, 0, 1, 0
0.173282333333333, 1, 1, 0
0.173703458333333, 1, 0, 0
0.174007458333333, 1, 1, 0
0.174484375000000, 0, 1, 0
0.174786916666667, 1, 1, 0
0.175207416666667, 1, 0, 0
0.175511375000000, 1, 1, 0
0.176711333333333, 1, 0, 0
0.177015333333333, 1, 1, 0
0.178215250000000, 1, 0, 0
0.178519250000000, 1, 1, 0
0.179719208333333, 1, 0, 0
0.180023208333333, 1, 1, 0
0.181223125000000, 1, 0, 0
0.181527125000000, 1, 1, 0
0.182727083333333, 1, 0, 0
0.183031083333333, 1, 1, 0
0.184231000000000, 1, 0, 0
0.184543000000000, 1, 1, 0
0.184986166666667, 0, 1, 0
0.185288708333333, 1, 1, 0
0.186490791666667, 0, 1, 0
0.186793166666667, 1, 1, 0
0.187995250000000, 0, 1, 0
0.188297833333333, 1, 1, 0
0.189499791666667, 0, 1, 0
0.189802250000000, 1, 1, 0
0.191004333333333, 0, 1, 0
0.191306791666667, 1, 1, 0
0.191354791666667, 1, 1, 1
0.192509291666667, 0, 1, 1
0.192674625000000, 0, 0, 1
0.192811916666667, 1, 0, 1
0.192859041666667, 1, 0, 0
0.192978625000000, 1, 1, 0
0.194013916666667, 0, 1, 0
0.194178583333333, 0, 0, 0
0.194316375000000, 1, 0, 0
0.194482541666667, 1, 1, 0
0.195518458333333, 0, 1, 0
0.195682500000000, 0, 0, 0
0.195821041666667, 1, 0, 0
0.195986500000000, 1, 1, 0
0.197023000000000, 0, 1, 0
0.197186458333333, 0, 0, 0
0.197325541666667, 1, 0, 0
0.197490416666667, 1, 1, 0
0.198690375000000, 1, 0, 0
0.198994375000000, 1, 1, 0
0.200194333333333, 1, 0, 0
0.200498291666667, 1, 1, 0
0.201698250000000, 1, 0, 0
0.202002250000000, 1, 1, 0
0.203202208333333, 1, 0, 0
0.203506166666667, 1, 1, 0
0.204706125000000, 1, 0, 0
0.205010083333333, 1, 1, 0
0.206210041666667, 1, 0, 0
0.206522041666667, 1, 1, 0
0.207524791666667, 0, 1, 0
0.207827250000000, 1, 1, 0
0.209029333333333, 0, 1, 0
0.209331791666667, 1, 1, 0
0.210534750000000, 0, 1, 0
0.210837333333333, 1, 1, 0
0.211358375000000, 1, 1, 1
0.212039375000000, 0, 1, 1
0.212341875000000, 1, 1, 1
0.212862625000000, 1, 1, 0
0.213544000000000, 0, 1, 0
0.213846458333333, 1, 1, 0
0.214653708333333, 1, 0, 0
0.214957666666667, 1, 1, 0
0.215048458333333, 0, 1, 0
0.215350958333333, 1, 1, 0
0.216157625000000, 1, 0, 0
0.216461625000000, 1, 1, 0
0.216553083333333, 0, 1, 0
0.216855500000000, 1, 1, 0
0.217661541666667, 1, 0, 0
0.217965541666667, 1, 1, 0
0.218058250000000, 0, 1, 0
0.218361000000000, 1, 1, 0
0.219165500000000, 1, 0, 0
0.219469500000000, 1, 1, 0
0.219563083333333, 0, 1, 0
0.219865541666667, 1, 1, 0
0.220669416666667, 1, 0, 0
0.220973416666667, 1, 1, 0
0.222173375000000, 1, 0, 0
0.222477333333333, 1, 1, 0
0.223677291666667, 1, 0, 0
0.223981291666667, 1, 1, 0
0.225181250000000, 1, 0, 0
0.225485208333333, 1, 1, 0
0.226685166666667, 1, 0, 0
0.226989166666667, 1, 1, 0
0.228189125000000, 1, 0, 0
0.228501083333333, 1, 1, 0
0.230065083333333, 0, 1, 0
0.230367833333333, 1, 1, 0
0.231361833333333, 1, 1, 1
0.231569916666667, 0, 1, 1
0.231872375000000, 1, 1, 1
0.232866083333333, 1, 1, 0
0.233074458333333, 0, 1, 0
0.233377125000000, 1, 1, 0
0.234579500000000, 0, 1, 0
0.234881958333333, 1, 1, 0
0.236084833333333, 0, 1, 0
0.236387500000000, 1, 1, 0
0.236632750000000, 1, 0, 0
0.236936708333333, 1, 1, 0
0.237589583333333, 0, 1, 0
0.237892041666667, 1, 1, 0
0.238136666666667, 1, 0, 0
0.238440666666667, 1, 1, 0
0.239094125000000, 0, 1, 0
0.239396875000000, 1, 1, 0
0.239640625000000, 1, 0, 0
0.239944583333333, 1, 1, 0
0.240599208333333, 0, 1, 0
0.240901625000000, 1, 1, 0
0.241144541666667, 1, 0, 0
0.241448541666667, 1, 1, 0
0.242103708333333, 0, 1, 0
0.242406166666667, 1, 1, 0
0.242648458333333, 1, 0, 0
0.242952458333333, 1, 1, 0
0.244152416666667, 1, 0, 0
0.244456375000000, 1, 1, 0
0.245656333333333, 1, 0, 0
0.245960333333333, 1, 1, 0
0.247160291666667, 1, 0, 0
0.247464291666667, 1, 1, 0
0.248664208333333, 1, 0, 0
0.248968208333333, 1, 1, 0
0.250168166666667, 1, 0, 0
0.250480125000000, 1, 1, 0
0.251365458333333, 1, 1, 1
0.252605458333333, 0, 1, 1
0.252869708333333, 0, 1, 0
0.252907958333333, 1, 1, 0
0.254110000000000, 0, 1, 0
0.254412541666667, 1, 1, 0
0.255615041666667, 0, 1, 0
0.255917500000000, 1, 1, 0
0.257119583333333, 0, 1, 0
0.257422125000000, 1, 1, 0
0.258611791666667, 1, 0, 0
0.258624125000000, 0, 0, 0
0.258915791666667, 0, 1, 0
0.258926791666667, 1, 1, 0
0.260115708333333, 1, 0, 0
0.260129250000000, 0, 0, 0
0.260419708333333, 0, 1, 0
0.260431625000000, 1, 1, 0
0.261619666666667, 1, 0, 0
0.261633708333333, 0, 0, 0
0.261923625000000, 0, 1, 0
0.261936166666667, 1, 1, 0
0.263123583333333, 1, 0, 0
0.263138666666667, 0, 0, 0
0.263427583333333, 0, 1, 0
0.263441291666667, 1, 1, 0
0.264627541666667, 1, 0, 0
0.264643583333333, 0, 0, 0
0.264931500000000, 0, 1, 0
0.264947000000000, 1, 1, 0
0.266131458333333, 1, 0, 0
0.266435458333333, 1, 1, 0
0.267635416666667, 1, 0, 0
0.267939375000000, 1, 1, 0
0.269139333333333, 1, 0, 0
0.269443333333333, 1, 1, 0
0.270643250000000, 1, 0, 0
0.270947250000000, 1, 1, 0
0.271368958333333, 1, 1, 1
0.272147208333333, 1, 0, 1
0.272459208333333, 1, 1, 1
0.272874541666667, 1, 1, 0
0.275146583333333, 0, 1, 0
0.275449041666667, 1, 1, 0
0.276651125000000, 0, 1, 0
0.276953583333333, 1, 1, 0
0.278155666666667, 0, 1, 0
0.278458125000000, 1, 1, 0
0.279660208333333, 0, 1, 0
0.279962791666667, 1, 1, 0
0.280590833333333, 1, 0, 0
0.280894833333333, 1, 1, 0
0.281165083333333, 0, 1, 0
0.281467708333333, 1, 1, 0
0.282094791666667, 1, 0, 0
0.282398750000000, 1, 1, 0
0.282669750000000, 0, 1, 0
0.282972291666667, 1, 1, 0
0.283598708333333, 1, 0, 0
0.283902708333333, 1, 1, 0
0.284174500000000, 0, 1, 0
0.284477291666667, 1, 1, 0
0.285102666666667, 1, 0, 0
0.285406625000000, 1, 1, 0
0.285679416666667, 0, 1, 0
0.285981833333333, 1, 1, 0
0.286606583333333, 1, 0, 0
0.286910583333333, 1, 1, 0
0.287183875000000, 0, 1, 0
0.287486541666667, 1, 1, 0
0.288110500000000, 1, 0, 0
0.288414500000000, 1, 1, 0
0.289614458333333, 1, 0, 0
0.289918416666667, 1, 1, 0
0.291118375000000, 1, 0, 0
0.291345250000000, 1, 0, 1
0.291422375000000, 1, 1, 1
0.292622333333333, 1, 0, 1
0.292850833333333, 1, 0, 0
0.292926291666667, 1, 1, 0
0.294126250000000, 1, 0, 0
0.294438250000000, 1, 1, 0
0.297686166666667, 0, 1, 0
0.297988625000000, 1, 1, 0
0.299190708333333, 0, 1, 0
0.299493166666667, 1, 1, 0
0.300695291666667, 0, 1, 0
0.300997708333333, 1, 1, 0
0.302199791666667, 0, 1, 0
0.302502250000000, 1, 1, 0
0.302569875000000, 1, 0, 0
0.302873875000000, 1, 1, 0
0.303704375000000, 0, 1, 0
0.304007041666667, 1, 1, 0
0.304073833333333, 1, 0, 0
0.304377791666667, 1, 1, 0
0.305209375000000, 0, 1, 0
0.305511833333333, 1, 1, 0
0.305577750000000, 1, 0, 0
0.305881750000000, 1, 1, 0
0.306714083333333, 0, 1, 0
0.307016875000000, 1, 1, 0
0.307081708333333, 1, 0, 0
0.307385666666667, 1, 1, 0
0.308218958333333, 0, 1, 0
0.308521416666667, 1, 1, 0
0.308585625000000, 1, 0, 0
0.308889625000000, 1, 1, 0
0.309723541666667, 0, 1, 0
0.310026833333333, 1, 1, 0
0.310089583333333, 1, 0, 0
0.310393541666667, 1, 1, 0
0.311353166666667, 1, 1, 1
0.311593500000000, 1, 0, 1
0.311897500000000, 1, 1, 1
0.312858750000000, 1, 1, 0
0.313097416666667, 1, 0, 0
0.313401416666667, 1, 1, 0
0.314601375000000, 1, 0, 0
0.314905333333333, 1, 1, 0
0.316105291666667, 1, 0, 0
0.316417291666667, 1, 1, 0
0.320226375000000, 0, 1, 0
0.320528750000000, 1, 1, 0
0.321730875000000, 0, 1, 0
0.322033291666667, 1, 1, 0
0.323235333333333, 0, 1, 0
0.323537791666667, 1, 1, 0
0.324548916666667, 1, 0, 0
0.324739875000000, 0, 0, 0
0.324852916666667, 0, 1, 0
0.325042416666667, 1, 1, 0
0.326052875000000, 1, 0, 0
0.326244416666667, 0, 0, 0
0.326356833333333, 0, 1, 0
0.326546958333333, 1, 1, 0
0.327556791666667, 1, 0, 0
0.327748958333333, 0, 0, 0
0.327860791666667, 0, 1, 0
0.328051416666667, 1, 1, 0
0.329060750000000, 1, 0, 0
0.329253500000000, 0, 0, 0
0.329364708333333, 0, 1, 0
0.329555958333333, 1, 1, 0
0.330564666666667, 1, 0, 0
0.330758041666667, 0, 0, 0
0.330868666666667, 0, 1, 0
0.331060583333333, 1, 1, 0
0.331358041666667, 1, 1, 1
0.332068625000000, 1, 0, 1
0.332262625000000, 0, 0, 1
0.332372583333333, 0, 1, 1
0.332565041666667, 1, 1, 1
0.332862291666667, 1, 1, 0
0.333572541666667, 1, 0, 0
0.333876541666667, 1, 1, 0
0.335076458333333, 1, 0, 0
0.335380458333333, 1, 1, 0
0.336580416666667, 1, 0, 0
0.336884375000000, 1, 1, 0
0.338084333333333, 1, 0, 0
0.338396333333333, 1, 1, 0
0.342764375000000, 0, 1, 0
0.343066833333333, 1, 1, 0
0.344268916666667, 0, 1, 0
0.344571375000000, 1, 1, 0
0.345773458333333, 0, 1, 0
0.346075916666667, 1, 1, 0
0.346527958333333, 1, 0, 0
0.346831958333333, 1, 1, 0
0.347278000000000, 0, 1, 0
0.347581333333333, 1, 1, 0
0.348031916666667, 1, 0, 0
0.348335916666667, 1, 1, 0
0.348783541666667, 0, 1, 0
0.349086000000000, 1, 1, 0
0.349535833333333, 1, 0, 0
0.349839833333333, 1, 1, 0
0.350288125000000, 0, 1, 0
0.350590541666667, 1, 1, 0
0.351039791666667, 1, 0, 0
0.351343750000000, 1, 1, 0
0.351361750000000, 1, 1, 1
0.351793083333333, 0, 1, 1
0.352095583333333, 1, 1, 1
0.352543708333333, 1, 0, 1
0.352847708333333, 1, 1, 1
0.352866000000000, 1, 1, 0
0.353297625000000, 0, 1, 0
0.353600166666667, 1, 1, 0
0.354047666666667, 1, 0, 0
0.354351625000000, 1, 1, 0
0.354802291666667, 0, 1, 0
0.355105083333333, 1, 1, 0
0.355551583333333, 1, 0, 0
0.355855583333333, 1, 1, 0
0.357055541666667, 1, 0, 0
0.357359500000000, 1, 1, 0
0.358559458333333, 1, 0, 0
